QUERY|TRR|SYS_RESPONSE|AUC|EER|FAR_STOP|AUC@FAR|CDR@FAR|CI_LEVEL|AUC_CI_LOWER|AUC_CI_UPPER|AUC_CI_LOWER@FAR|AUC_CI_UPPER@FAR|CDR_CI_LOWER@FAR|CDR_CI_UPPER@FAR
Operation==['TransformCrop', 'TransformCropResize'] or PlugInName==['CropByPercentage','FaceCrop']|0.68|all|0.826655|0.254205|0.05|0.012611|0.393782|0.9|0.813149|0.841104|0.011616|0.014448|0.360771|0.429348
